bookTitle,authorName,average_rating,num_ratings
Moscow 1812: Napoleon's Fatal March,Adam Zamoyski,4.35,"2,344"
"The Hook Up (Game On, #1)",Kristen Callihan,3.95,"58,169"
"A Passion Redeemed (The Daughters of Boston, #2)",Julie Lessman,4.15,"3,073"
Room on the Broom,Julia Donaldson,4.45,"23,257"
"Death Note, Vol. 8: Target (Death Note, #8)",Tsugumi Ohba,4.23,"24,363"
The Divine Conspiracy: Rediscovering Our Hidden Life in God,Dallas Willard,4.21,"14,475"
The Curious Case of Benjamin Button,F. Scott Fitzgerald,3.57,"68,392"
"Scandal in Spring (Wallflowers, #4)",Lisa Kleypas,4.02,"54,886"
Ferien auf Saltkrokan,Astrid Lindgren,4.35,"5,593"
Job: A Comedy of Justice,Robert A. Heinlein,3.78,"18,178"
Sam's Letters to Jennifer,James Patterson,4.16,"92,801"
Remembrance of Things Past: Volume II - The Guermantes Way & Cities of the Plain,Marcel Proust,4.50,"1,168"
"Eulalia! (Redwall, #19)",Brian Jacques,4.11,"8,005"
"A Passion Denied (The Daughters of Boston, #3)",Julie Lessman,4.24,"2,329"
Battle Cry of Freedom,James M. McPherson,4.38,"31,316"
Major Pettigrew's Last Stand,Helen Simonson,3.90,"141,345"
Tartuffe,Molière,3.66,"39,462"
"The Mirror of Her Dreams (Mordant's Need, #1)",Stephen R. Donaldson,3.93,"13,805"
Death: The High Cost of Living,Neil Gaiman,4.20,"41,699"
The Slap,Christos Tsiolkas,3.24,"30,862"
The Hunger Angel,Herta Müller,3.90,"6,208"
Incognito: The Secret Lives of the Brain,David Eagleman,4.08,"32,520"
New World Translation of the Holy Scriptures (1984),Anonymous,4.51,"1,366"
"The Cardinal of the Kremlin (Jack Ryan, #4)",Tom Clancy,4.09,"56,616"
"Streets of Laredo (Lonesome Dove, #2)",Larry McMurtry,4.06,"19,575"
"Caged in Darkness (Caged, #1)",J.D. Stroube,3.59,730
The Midwich Cuckoos,John Wyndham,3.91,"25,727"
Seducing the Myth,Lucy Felthouse,3.91,45
A Legacy of Madness: Recovering My Family from Generations of Mental Illness,Tom   Davis,3.66,"1,384"
I am an Island,Jonathan Culver,3.75,24
"Blood Ties (Blood Ties, #1)",Sophie McKenzie,4.12,"4,728"
"The Cloud Roads (Books of the Raksura, #1)",Martha Wells,3.98,"13,790"
"A Tale of the Other Kind (Therian, #1)",Leandi Cameron,3.63,81
"Shattered (Shattered Hearts, #1)",Nicole  Banks,4.13,244
"Crookedstar's Promise (Warriors Super Edition, #4)",Erin Hunter,4.57,"11,275"
La vida de Lazarillo de Tormes,Anonymous,3.49,"29,637"
"It's Not What You Think (It's Not What You Think, #1)",Ashley Waelti,4.27,15
The Girl Who Fell,S.M. Parker,3.63,"1,724"
Arranged,Catherine McKenzie,3.68,"9,472"
Just Perfect,Hanne Arts,3.74,69
And the Tide Turns,Timothy  Dalton,3.93,54
Woven,Michael   Jensen,3.90,"1,237"
Human Action: A Treatise on Economics,Ludwig von Mises,4.34,"3,995"
"Hunt for the Star (The Eldon Archives, #1)",Dane Richter,4.83,53
"The Aeronaut's Windlass (The Cinder Spires, #1)",Jim Butcher,4.18,"44,490"
Silhouette,Elissa Riley,4.13,30
Beautiful Affliction,Lene Fogelberg,3.86,"1,939"
Girl of Shadow,Holly Chavez,4.15,13
The Oldest Soul - Animus,Tiffany FitzHenry,3.94,462
The Japanese Lover,Isabel Allende,3.87,"85,915"
"Pop Goes the Weasel (Helen Grace, #2)",M.J. Arlidge,4.13,"23,067"
Origins Of India: Bharatvarsham,Ravi   Pathak,4.57,51
What We Think We Become,Durgesh Satpathy,4.21,39
A Peterson Field Guide to Rocks and Minerals,Frederick H. Pough,3.87,149
How to Draw Pokemon,Tracey West,4.28,558
If Shadows Could Tell: an Aurora Steller mystery novel,Granthana Sinha,3.98,94
Gothic Tales,Elizabeth Gaskell,3.80,"2,801"
I Slept with Slender Man,Emma       Steele,3.22,87
Remember Your Rubbers!: Collectible Condom Containers (A Schiffer Book for Collectors),G.K. Elliott,3.67,3
Bill Cosby: Coming at You,Sandra Ziegler,,
Scooby-doo On Zombie Island,Gail  Herman,3.82,84
Rang & Dale's Pharmacology,Humphrey P. Rang,4.16,545
Gay Girl,Joan   Ellis,4.11,9
The Town That Forgot How to Breathe,Kenneth J. Harvey,2.96,"1,523"
Dracula's Guest and Other Weird Tales,Bram Stoker,3.92,"3,939"
North American Lake Monsters,Nathan Ballingrud,3.97,"5,203"
666,Jay Anson,3.46,"1,170"
The Parasite,Ramsey Campbell,3.28,944
The Slime Beast,Guy N. Smith,3.22,208
The Wells of Hell,Graham Masterton,3.63,582
Darkness,John Saul,3.95,"21,214"
Stinger,Robert McCammon,3.89,"8,540"
Some of Your Blood,Theodore Sturgeon,3.80,"1,973"
"Enter, Night",Michael Rowe,3.53,937
The Eyes of the Beast,Steve    Harris,3.96,95
"The Crime at Black Dudley (Albert Campion Mystery, #1)",Margery Allingham,3.61,"8,301"
The Fury,John Farris,3.29,637
Late at Night,William Schoell,3.92,71
More Ghost Stories of an Antiquary,M.R. James,4.16,"1,622"
Breeder,Douglas Clegg,3.39,436
The Reddening,Adam Nevill,3.65,"4,907"
"Nightmare House (Harrow House, #1)",Douglas Clegg,3.35,"1,733"
Darkfall,Stephen Laws,3.61,350
Willard,Stephen  Gilbert,3.96,676
Where the Chill Waits,T. Chris Martindale,3.94,309
Candlenight,Phil Rickman,3.95,"1,314"
Dreamhouse,Douglas Borton,4.06,34
A Scent of New-Mown Hay,John  Blackburn,3.35,217
The Cadaver of Gideon Wyck,Alexander Laing,3.71,134
All Souls' Night,Hugh Walpole,3.63,100
Wagner the Werewolf,George W.M. Reynolds,3.46,243
Randalls Round,Eleanor Scott,3.88,227
Tales Of The Grotesque: A Collection Of Uneasy Tales,L.A.   Lewis,4.07,60
In a Lonely Place,Karl Edward Wagner,4.26,635
The Hole of the Pit,Adrian Ross,3.54,148
The Black Reaper,Bernard Capes,3.70,47
A Beleaguered City: and Other Tales of the Seen and the Unseen,Mrs. Oliphant,3.41,86
"Black Easter (After Such Knowledge, #2)",James Blish,3.85,815
The Collected Tales,A.E. Coppard,4.14,43
The Obsession of Sally Wing,Russ Martin,2.93,15
Dweller,Jeff Strand,4.00,"3,067"
FantasticLand,Mike Bockoven,3.94,"21,507"
Young Goodman Brown,Nathaniel Hawthorne,3.65,"14,888"
The Midnight Bell,Francis Lathom,3.68,96
Mad Death,Nigel  Slater,3.75,8
Blood Beast,Don D'Ammassa,3.14,21
Creeping Death from Neptune: Horror and Science Fiction Comics,Basil Wolverton,4.32,75
The Captive,Robert Stallman,3.97,61
Fengriffen: A Chilling Tale,David   Case,4.00,84
The Unblemished,Conrad Williams,3.64,228
"Ghosts I Have Met, and Some Others",John Kendrick Bangs,3.50,114
The Shell of Sense,Olivia Howard Dunbar,3.44,45
The Three Impostors and Other Stories (The Best Weird Tales of Arthur Machen #1),Arthur Machen,4.08,"1,430"
The Beckoning Fair One,Oliver Onions,3.80,553
The Haunted Hotel & Other Stories,Au Wilkie Collins,3.69,529
The Wind in the Rosebush and Other Stories of the Supernatural,Mary E. Wilkins Freeman,3.83,410
The Lunatics of Terra,John Sladek,3.70,23
Cunning Folk,Adam Nevill,3.84,"3,893"
"Manfrone; Or, the One-Handed Monk",Mary Anne Radcliffe,3.58,50
"The Worm and His Kings (The Worm and His Kings, #1)",Hailey Piper,3.78,"1,792"
The Original Dr. Shade and Other Stories,Kim Newman,4.11,56
WerewolveSS,Jerry Ahern,3.76,103
You Shall Never Know Security,J.R. Hamantaschen,3.87,380
Shadows Over Baker Street,Michael Reaves,4.09,"4,531"
The House of Lost Souls,F.G. Cottam,3.40,"1,989"
The Watchers,A.M. Shine,3.98,"15,219"
The Complete Tales from the Crypt,William M. Gaines,4.50,64
Vincent Van Gogh Head Of A Skeleton With A Burning Cigarette Notebook: - 6 x 9 inches with 110 pages,Alan Wells,0.00,0
Fish Skeleton Drawings: Art for beginner,SS P,0.00,0
Vintage Collection of Animal Skeleton Illustrations,Jeremy Warlen,0.00,0
Dancing Skeletons: Life and Death in West Africa,Katherine A. Dettwyler,3.79,"1,250"
The Secret of Leifeng Pagoda (Professor Shantanu Bose #3),Ruby Gupta,4.74,88
Descendant,Graham Masterton,3.53,475
The Vampire Tapestry,Suzy McKee Charnas,3.59,"2,364"
Breeding Ground,Shaun Hutson,3.73,797
Omens,Richard Gavin,4.28,69
Guardian Angels,Joseph A. Citro,3.67,120
Halloween (Halloween #1),Curtis Richards,4.15,"8,619"
The Emperor of Ice-Cream and Other Poems,Wallace Stevens,3.96,249
Dead Heat,Del Stone Jr.,3.65,17
The Old Straight Track : The Classic Book on Ley Lines,Alfred Watkins,3.63,231
Six Gothic Dramas (De Monfort / Orra / The Dream / The Family Legend / The Panthom / Whitchcraft,Various,3.89,37
The Mystery of the Sea,Bram Stoker,3.48,216
Other Worlds Other Seas,Darko Suvin,3.21,19
"D is for Deadbeat (Kinsey Millhone, #4)",Sue Grafton,3.89,"42,715"
Dark Echo,F.G. Cottam,3.70,844
The Historian,Elizabeth Kostova,3.80,"265,814"
The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories,Robert Louis Stevenson,3.96,"41,141"
The Dark Chamber,Leonard Cline,3.47,74
My Cousin Rachel,Daphne du Maurier,4.00,"59,366"
At Chrighton Abbey and Other Horror Stories,Mary Elizabeth Braddon,3.62,50
Don't Look Now,Daphne du Maurier,3.82,"8,489"
La Faustin (1914),Edmond de Goncourt,3.62,26
The Fall of the House of Usher and Other Writings,Edgar Allan Poe,4.15,"3,614"
John Charrington's Wedding and Other Stories,E. Nesbit,3.62,21
A Sicilian Romance,Ann Radcliffe,3.38,"3,986"
"Through a Glass, Darkly",Helen McCloy,3.76,456
All Heads Turn When the Hunt Goes By,John Farris,3.60,"1,205"
"The Bleeding Horse, and Other Ghost Stories",Brian J. Showers,4.03,60
Creature,Hunter Shea,3.97,765
Draculas,Blake Crouch,3.84,"3,658"
Within the Shadows,Brandon Massey,4.14,724
The Simon and Kirby Library: Horror,Joe Simon,4.38,58
The EC Horror Library of the 1950's,Ron Barlow,4.78,32
"The Dark Horse Book of Hauntings (The Dark Horse Book of..., #1)",Mike Mignola,3.57,442
"The Quillan Games (Pendragon, #7)",D.J. MacHale,4.20,"22,761"
Book One: Sporadic Memories,Ali Marsman,4.36,70
Follow Your Heart,Susanna Tamaro,3.67,"17,615"
The Fade,Chris Wooding,3.90,717
"Children of Paranoia (Children of Paranoia, #1)",Trevor Shane,3.68,697
The Execution,Sharon Cramer,3.93,893
"Unraveling (Unraveling, #1)",Elizabeth Norris,3.83,"18,433"
"Blackveil (Green Rider, #4)",Kristen Britain,4.20,"12,748"
That First Kiss (Night Calls #2),J.C. Valentine,3.81,"1,294"
The Scriptlings,Sorin Suciu,4.02,125
The Girl with Seven Names: A North Korean Defector’s Story,Hyeonseo Lee,4.42,"89,255"
FREEDOM: The End of the Human Condition,Jeremy Griffith,3.62,328
"From Maid to Duchess (A Fairytale Retelling, #1)",Regina James,4.11,76
Tales of the Astonishing Black Spark,Charlie J. Eskew,4.02,97
"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,4.31,"270,000"
Anshuman krit Saral Vastu Gyan,Anshuman Srivastav,5.00,9
Red Earth and Pouring Rain,Vikram Chandra,3.79,"2,698"
Holy the Firm,Annie Dillard,4.20,"4,992"
Whale Talk,Chris Crutcher,3.97,"11,183"
Secrets of Jewish Wealth Revealed!,Celso Cukierkorn,4.18,253
The Guermantes Way,Marcel Proust,4.28,"10,167"
"Ballad: A Gathering of Faerie (Books of Faerie, #2)",Maggie Stiefvater,3.78,"17,807"
The Negotiator,Frederick Forsyth,4.01,"12,699"
Eating Smoke: One Man's Descent Into Crystal Meth Psychosis in Hong Kong's Triad Heartland,Chris Thrall,3.62,743
Amaranth,John  Kellett,3.97,59
"Ghost in the Machine (Corwint Central Agent Files, #1)",C.E. Kilgore,3.71,383
The Snow Queen (Everyman's Library Children's Classics Series),Hans Christian Andersen,3.73,"17,111"
"Unforgiven (Fallen, #5)",Lauren Kate,3.88,"16,481"
"Charcoal Tears (Seraph Black, #1)",Jane Washington,4.06,"12,496"
"Saga, Volume 4",Brian K. Vaughan,4.42,"79,122"
City of Vikings (The Viking Assassin #2),Farah Cook,4.27,263
City of Skies (The Viking Assassin #1),Farah Cook,3.86,794
Amok Koşucusu,Stefan Zweig,4.00,"21,273"
The Singularity is Coming: The Artificial Intelligence Explosion,Tony  Thorne,4.31,62
Callasandra Fractured,Stephanie Douglas,4.17,30
Maybe He Just Likes You,Barbara Dee,4.24,"7,185"
"Six of Crows (Six of Crows, #1)",Leigh Bardugo,4.49,"953,428"
The Perilous Gard,Elizabeth Marie Pope,4.10,"8,792"
"Passage (The Sharing Knife, #3)",Lois McMaster Bujold,3.96,"7,795"
"Pearls of Lutra (Redwall, #9)",Brian Jacques,4.03,"21,686"
"Outcast of Redwall (Redwall, #8)",Brian Jacques,3.94,"20,932"
Curran (Curran POV #1-2),Gordon Andrews,4.14,"18,051"
The Last of the Wine,Mary Renault,4.05,"5,770"
Citadelle,Antoine de Saint-Exupéry,4.15,"2,179"
"The Golden Age (Golden Age, #1)",John C. Wright,4.07,"3,282"
The Sounding,Carrie Salo,4.09,138
Song of the Sparrow,Lisa Ann Sandell,4.09,"10,387"
"Hard Up, Ardon #1",J.G. Perrin,4.00,50
"The Infernal Devices: Clockwork Angel (The Infernal Devices: Manga, #1)",Cassandra Clare,4.22,"15,434"
"The Genetic Lottery (Egalia, #1)",Allison Goh,3.60,50
"Forbid Me (The Good Ol' Boys, #2)",M.  Robinson,4.03,"7,684"
"The Crown of Ptolemy (Demigods & Magicians, #3)",Rick Riordan,4.36,"24,470"
"The Ignatius Bible: Revised Standard Version, Second Catholic Edition",Anonymous,4.72,"1,743"
"The Hanging Tree (Rivers of London, #6)",Ben Aaronovitch,4.22,"35,918"
BOAT SHOES – SOLILOQUY OF A USELESS EATER: Book Two,Daire Feeney,4.71,14
"The Late Show (Renée Ballard, #1; Harry Bosch Universe, #30)",Michael Connelly,4.11,"88,664"
"Shattered Kingdom (Shattered Kingdom, #1)",Angelina J. Steffort,4.10,"3,575"
The Gates to Love and War,Janie Pendleton,4.59,29
"Wicked 2: Legacy & Spellbound (Wicked, #3-4)",Nancy Holder,3.88,"10,067"
"Sea Glass (Fortune's Rocks Quartet, #2)",Anita Shreve,3.70,"26,947"
"Pegasus (Pegasus, #1)",Robin McKinley,3.62,"9,213"
Moscow to the End of the Line,Venedikt Erofeev,4.04,"11,737"
"A Hope Undaunted (Winds of Change, #1)",Julie Lessman,4.03,"3,794"
Boys Don't Cry,Malorie Blackman,4.07,"10,583"
"Captivated (Affliction, #1)",E.M. Jade,3.90,"2,811"
The Lean Startup,Eric Ries,4.11,"327,677"
Silence of the Wolves (Call of the Wilderness #1),Hannah Pole,3.39,109
"The Proposal (The Proposition, #2)",Katie Ashley,4.02,"37,510"
Taming the Blowing Wind (Dragon Shaman #1),Teresa Garcia,4.23,26
Don't Make Me Beautiful,Elle Casey,4.00,"4,889"
The Wicker Man,Robin  Hardy,3.87,860
Intertwined,Jerilee Kaye,4.40,"1,410"
The Immortal Collection,Eva García Sáenz,4.03,"3,766"
"Promise Me (Myron Bolitar, #8)",Harlan Coben,4.03,"36,415"
Divisadero,Michael Ondaatje,3.51,"11,514"
"A School for Unusual Girls (Stranje House, #1)",Kathleen Baldwin,3.88,"4,356"
Addressed To Her: A Short Story,Granthana Sinha,4.80,15
Feel Me,James  Hudson,4.09,33
100 Days of Sunlight,Abbie Emmons,4.20,"7,267"
"Say You Swear (Boys of Avix, #1)",Meagan Brandy,4.33,"123,427"
"Stellarlune (Keeper of the Lost Cities, #9)",Shannon Messenger,4.45,"18,490"
"In the Pines (Columbia River, #3; Mercy Kilpatrick, #7)",Kendra Elliot,4.39,"15,441"
"The Cheat Code (Wisdom Revolution, #3)",Misba,4.58,"2,591"
Escape the Matrix: A Guide to Living Free in a System-Driven World,Bjørn Schindler,4.74,31
Saint Maybe,Anne Tyler,3.89,"17,605"
"Doomed (Ancient Legends, #2)",Jayde Scott,3.94,"1,967"
La vieja sirena,José Luis Sampedro,4.18,"1,077"
I am Cyrus: The Story of the Real Prince of Persia,Alexander Jovy,4.01,97
"Charmeine (The Light-Bearer, #1)",Emily Guido,3.97,126
"Ember's Curse (Prime Wolf, #1)",Gena D. Lutz,3.84,564
الهويات القاتلة,Amin Maalouf,3.91,"11,397"
"The Titan's Curse: The Graphic Novel (Percy Jackson and the Olympians: The Graphic Novels, #3)",Robert Venditti,4.27,"12,488"
"Lethal Rider (Lords of Deliverance, #3; Demonica, #8)",Larissa Ione,4.37,"17,123"
Arsen: A Broken Love Story,Mia Asher,4.13,"16,896"
"The Iron-Jawed Boy (The Guardians of Illyria, #1)",Nikolas Lee,4.18,349
The Neapolitan Novels,Elena Ferrante,4.58,"5,533"
"Willa of the Wood (Willa, #1)",Robert  Beatty,4.22,"6,859"
"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,4.34,"8,693,423"
"For the Sake of Elena (Inspector Lynley, #5)",Elizabeth  George,4.02,"16,741"
"The Witches of the Glass Castle (The Witches of the Glass Castle, #1)",Gabriella  Lepore,3.84,657
Dime quién soy,Julia Navarro,4.38,"23,827"
The Librarian of Auschwitz,Antonio Iturbe,4.16,"55,567"
"Black and Blue (Inspector Rebus, #8)",Ian Rankin,4.09,"17,467"
Origins,S.E. Meyer,3.71,133
"Fade (In the Company of Shadows, #4)",Ais,4.56,"2,893"
"Ghost Hand (The PSS Chronicles, #1)",Ripley Patton,3.89,"1,061"
False Security,Angie Martin,4.19,199
"Vita Nostra (Метаморфозы, #1)",Marina Dyachenko,4.02,"17,810"
"Beauty and the Billionaire (Billionaire Boys Club, #2)",Jessica Clare,4.02,"13,806"
Savages (Savages #2),Don Winslow,3.86,"19,375"
"Book of Mormon, Doctrine and Covenants, Pearl of Great Price",The Church of Jesus Christ of Latter-day Saints,4.35,"27,838"
Wonder Woman: Warbringer,Leigh Bardugo,4.01,"36,137"
"66 Metres (Nadia Laksheva Spy Thriller, #1)",J.F. Kirwan,4.22,645
"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,4.60,"642,457"
The Kitten and His Prince,Julie Mannino,3.82,76
The Keys of the Kingdom,A.J. Cronin,4.33,"3,200"
"Visions of Heat (Psy-Changeling, #2)",Nalini Singh,4.07,"40,494"
The Lonesome Gods,Louis L'Amour,4.21,"8,646"
A Yellow Raft in Blue Water,Michael Dorris,3.87,"18,045"
"Dangerous Angels (Weetzie Bat, #1-5)",Francesca Lia Block,4.25,"8,993"
"Ellana, l'Envol (Le Pacte des MarchOmbres, #2)",Pierre Bottero,4.71,"3,744"
Shanghai Baby,Wei Hui,3.23,"5,165"
The Lady and the Unicorn,Tracy Chevalier,3.70,"45,441"
"Hopeless Magic (Star-Crossed, #2)",Rachel Higginson,4.21,"8,684"
Täällä Pohjantähden alla 1–3,Väinö Linna,4.55,"2,051"
Waffles and Pancakes: A Lesson in Bullying,Cindy Springsteen,4.70,191
Heavy Duty People (Brethren Trilogy #1),Iain Parke,3.99,302
"The Beginning (Precipice, #1)",Kevin J.  Howard,4.14,70
"The Penderwicks at Point Mouette (The Penderwicks, #3)",Jeanne Birdsall,4.36,"17,669"
"Seeds of Rebellion (Beyonders, #2)",Brandon Mull,4.29,"30,750"
The Thin Executioner,Darren Shan,4.17,"6,007"
"Churning Waters (The Churning Waters Saga, #1)",Meredith T. Taylor,4.56,64
"Shadow Catcher (Nick Baron, #1)",James R. Hannibal,3.87,260
Moment,Lisa Terry,3.89,36
Please Kill Me: The Uncensored Oral History of Punk,Legs McNeil,4.19,"34,004"
Project Terror,Jamal Lewis,4.10,31
All My Friends are Superheroes,Andrew Kaufman,3.80,"12,981"
Ugly Love,Colleen Hoover,4.05,"1,832,705"
The Portable Nietzsche,Friedrich Nietzsche,4.21,"9,192"
"Kushiel's Justice (Imriel's Trilogy, #2)",Jacqueline Carey,4.27,"19,297"
"Glimmerglass (Faeriewalker, #1)",Jenna Black,3.73,"20,491"
First Thing I See,Vi Keeland,3.84,"3,893"
Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,3.73,"60,806"
"Long After (Sometimes Never, #3)",Cheryl McIntyre,4.20,"5,158"
"Sora's Quest (The Cat's Eye Chronicles, #1)",T.L. Shreffler,3.99,"5,400"
The Cradle Will Fall,Mary Higgins Clark,3.92,"20,252"
Rationality: From AI to Zombies,Eliezer Yudkowsky,4.33,"1,640"
This Kind of War: A Study in Unpreparedness,T.R. Fehrenbach,4.15,"3,920"
Swing Time,Zadie Smith,3.56,"73,028"
"Ogniem i mieczem (Trylogia, #1)",Henryk Sienkiewicz,4.05,"5,948"
Swimming in the Dark,Tomasz Jedrowski,4.26,"43,089"
The Darkness Outside Us,Eliot Schrefer,4.32,"20,968"
Heaven Official’s Blessing [天官赐福],Mò Xiāng Tóng Xiù,4.74,"11,930"
The Picture of Dorian Gray,Oscar Wilde,4.12,"1,541,569"
"Desperation in Death (In Death, #55)",J.D. Robb,4.58,"23,076"
"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,4.62,"666,635"
"Acorna: The Unicorn Girl (Acorna, #1)",Anne McCaffrey,3.71,"10,726"
"Dark River (Warriors: Power of Three, #2)",Erin Hunter,4.28,"22,696"
"The High King's Tomb (Green Rider, #3)",Kristen Britain,4.25,"17,321"
A Trip to the Stars,Nicholas Christopher,4.27,"2,635"
Song of Kali,Dan Simmons,3.61,"14,026"
العنكبوت,مصطفى محمود,3.84,"12,993"
The Flight of the Feathered Serpent,Armando Cosani,4.46,115
"The Last Child (Johnny Merrimon, #1)",John Hart,4.14,"42,820"
"Crown of Crystal Flame (Tairen Soul, #5)",C.L. Wilson,4.38,"9,840"
"If You Deceive (MacCarrick Brothers, #3)",Kresley Cole,4.14,"13,322"
"Reckless Magic (Star-Crossed, #1)",Rachel Higginson,3.93,"14,323"
"Requiem for Humanity (Last Days, #1)",Joseph Sweet,4.44,27
The Other Side,Faraaz Kazi,3.54,413
100 Love Sonnets,Pablo Neruda,4.36,"17,570"
The Science of Mind,Ernest Shurtleff Holmes,4.35,"2,416"
Flyboys: A True Story of Courage,James D. Bradley,4.19,"21,845"
Tilt (Dreams of Chaos #2),Ashley Chappell,4.57,54
Patience's Love,Ronda Paige,5.00,10
"The Iron-Jawed Boy and the Hand of the Moon (The Guardians of Illyria, #2)",Nikolas Lee,4.45,132
Till The Last Breath,Durjoy Datta,3.97,"6,870"
"The Trouble with Playing Cupid (Cupid, #1)",Tamara Philip,4.01,82
"The King's Scrolls (Ilyon Chronicles, #2)",Jaye L. Knight,4.54,813
"Bad Romeo (Starcrossed, #1)",Leisa Rayven,3.98,"25,314"
The First Bad Man,Miranda July,3.64,"28,751"
"Exile for Dreamers (Stranje House, #2)",Kathleen Baldwin,4.14,"1,538"
"The Reader (Sea of Ink and Gold, #1)",Traci Chee,3.79,"12,284"
"A God in Ruins (Todd Family, #2)",Kate Atkinson,3.95,"56,759"
The Invention of Nature: Alexander von Humboldt's New World,Andrea Wulf,4.31,"25,379"
Four Dead Queens,Astrid Scholte,3.80,"25,746"
The Devil and the Dark Water,Stuart Turton,3.85,"52,111"
Snap,Belinda Bauer,3.81,"26,296"
The Icarus Agenda,Robert Ludlum,3.98,"31,490"
Not a Happy Family,Shari Lapena,3.80,"170,668"
"The Uplift War (The Uplift Saga, #3)",David Brin,4.07,"26,652"
"Memorial Day (Mitch Rapp, #7)",Vince Flynn,4.32,"49,422"
"The Sandman, Vol. 8: Worlds' End",Neil Gaiman,4.45,"52,373"
Double Standards,Judith McNaught,3.93,"12,365"
"Komarr (Vorkosigan Saga, #11)",Lois McMaster Bujold,4.29,"17,482"
A Course in Astral Travel and Dreams,Belzebuub,4.38,103
"Wings of the Wicked (Angelfire, #2)",Courtney Allison Moulton,4.22,"14,685"
